tipo;estado;canal_entrada;fecha_entrada;fecha_contestacion;consejeria;unidad_descripcion;tema;subtema
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-26 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Deportes;DEPORTES;POLIDEPORTIVOS, PABELLONES Y PISCINAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-18 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-02-07 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-01-05 00:00:00.0;2024-02-14 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Agradecimiento;Contestada al Ciudadano;PRESENCIAL;2024-01-05 00:00:00.0;2024-01-12 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Secretaría General Técnica;ATENCIÓN AL CIUDADANO;OFICINAS DE REGISTRO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-16 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Autónomos y Emprendimiento;ECONOMIA;AYUDAS PARA EMPRENDEDORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-01-05 00:00:00.0;2024-05-31 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-09 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-29 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;VIVIENDAS DEL IVIMA
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-01-05 00:00:00.0;2024-02-26 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-02-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-23 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;SALUD PÚBLICA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-01-05 00:00:00.0;2024-01-25 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Trabajo;EMPLEO;RELACIONES LABORALES
Queja;Enviada a Otra Administración;INTERNET;2024-01-05 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;OTROS;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-03-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-18 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Sugerencia;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-15 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;METRO 
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-09 00:00:00.0;Consejería de Sanidad;Dirección General de Salud Pública;SANIDAD;SALUD PÚBLICA
Queja;Recepcionada por Unidad;INTERNET;2024-01-05 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;VIVIENDAS DEL IVIMA
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-05 00:00:00.0;2024-01-17 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-03-12 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;EMPLEO
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-01-06 00:00:00.0;2024-01-12 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-01-23 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-01-26 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-02-13 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Enviada a Otra Administración;INTERNET;2024-01-06 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;;POLÍTICAS SOCIALES;PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
Queja;Recepcionada por Unidad;INTERNET;2024-01-06 00:00:00.0;;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Infraestructuras y Servicios;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Enviada a Otra Administración;INTERNET;2024-01-06 00:00:00.0;;Consejería de Educación, Universidades, Ciencia y Portavocía;;EDUCACIÓN;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-01-23 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-02-14 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-06 00:00:00.0;2024-01-25 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Deportes;DEPORTES;POLIDEPORTIVOS, PABELLONES Y PISCINAS
Queja;Recepcionada por Unidad;INTERNET;2024-01-06 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;Dirección General de Transición Energética y Economía Circular;MEDIO AMBIENTE;CALIDAD AMBIENTAL
Sugerencia;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-12 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-25 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Trabajo;EMPLEO;RELACIONES LABORALES
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-25 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-03-06 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Cancelada;INTERNET;2024-01-07 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-02-14 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-05-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Recepcionada por Unidad;INTERNET;2024-01-07 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;VIVIENDAS DEL IVIMA
Agradecimiento;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-08-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-01-07 00:00:00.0;2024-01-18 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-03-06 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-08-06 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;PRESENCIAL;2024-01-08 00:00:00.0;2024-01-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-18 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Cancelada;INTERNET;2024-01-08 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-03-06 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-10 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-09 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;SALUD PÚBLICA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-18 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-02-12 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-19 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Subdirección General de Atención al Ciudadano;ATENCIÓN AL CIUDADANO;OFICINAS DE ATENCIÓN AL CIUDADANO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-26 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-05-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-17 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;DAT MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-03-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-18 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;JUSTICIA GRATUITA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-26 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Servicios Sociales e Integración;POLÍTICAS SOCIALES;PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-09 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Este;EDUCACIÓN;DAT MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-03-06 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-09 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;PLAN DE VIVIENDA JOVEN
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-03-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-01-08 00:00:00.0;2024-01-30 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Subdirección General de Inspección de Centros y Servicios Sociales;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-05-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-25 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-01-08 00:00:00.0;2024-02-09 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;INTERCAMBIADORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-01-08 00:00:00.0;2024-02-09 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-05-31 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Queja;Cancelada;INTERNET;2024-01-08 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-15 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;SALUD PÚBLICA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-17 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;PRESENCIAL;2024-01-08 00:00:00.0;2024-02-12 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-19 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-11 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-10 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-10 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Cancelada;INTERNET;2024-01-08 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-02-07 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Formación;EMPLEO;FORMACIÓN 
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-23 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;TRANSPORTE SANITARIO
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-25 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-23 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;SALUD PÚBLICA
Queja;Contestada al Ciudadano;INTERNET;2024-01-08 00:00:00.0;2024-01-30 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;ORIENTACIÓN JURÍDICA
Agradecimiento;Cancelada;INTERNET;2024-01-08 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;SERVICIO 012;ATENCIÓN AL CIUDADANO;TELÉFONO 012
